relpath,label,class
plantvillage_leakfree/train/black_rot/085625a8-236d-4f71-bd40-78e3e4f24eb0___JR_FrgE.S 2732.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/09baab32-8360-4251-9c84-a5ce6bfdfff1___JR_FrgE.S 2883.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/0bb8fb61-d561-43fd-89a3-d24d253adef9___JR_FrgE.S 2849.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/0c7c7992-fb1c-444b-b226-69de186cea14___JR_FrgE.S 8627.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/0ca16873-eeac-47e9-9a87-1859950daab7___JR_FrgE.S 2835.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/0cc47b2d-4a92-4bbd-af46-945165dd1960___JR_FrgE.S 8586.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/0ce8b939-3bdf-4078-8715-c0cb48afb078___JR_FrgE.S 2777.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/0cefbd12-c195-40cd-b2d1-be0f9ee550b4___JR_FrgE.S 8762.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/0d17b92b-8ec2-4a00-a8ff-9daea3fed2e8___JR_FrgE.S 2915.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/0e84adc9-3e97-48e2-b1fd-7d04f9e92cb0___JR_FrgE.S 2949.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/0ebea6f4-08e4-4380-86f8-34d854697e32___JR_FrgE.S 2877.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/0f3d45f4-e121-42cd-a5b6-be2f866a0574___JR_FrgE.S 2870.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1021c460-93e4-48cd-9c84-c576b2c5117c___JR_FrgE.S 2983.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/132a74c4-3bdc-410b-931d-887bac16b074___JR_FrgE.S 8705.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/13daa7ca-c343-497d-a9c5-34438752ab1f___JR_FrgE.S 8804.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/14896f6f-ae86-4879-958b-7422b957e104___JR_FrgE.S 8768.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/15f31b47-61da-4549-ad60-f13ef13a6512___JR_FrgE.S 8734.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/169b07da-12eb-4a6d-9b24-f37692ca923d___JR_FrgE.S 8636.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/17a083f1-5ba6-4f0c-917a-738b568f22ef___JR_FrgE.S 8612.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1a4e1884-ab1a-4fe9-afe2-610ae9aa1162___JR_FrgE.S 2826.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1a899717-5445-4d2b-8035-91bc47780504___JR_FrgE.S 8806.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1a9e869f-62b0-4588-998a-30e0d62bef59___JR_FrgE.S 2876.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1a9f6dfb-fdf4-43b4-9fb4-b7a809b49b9d___JR_FrgE.S 2765.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1aa28af5-8270-467c-b496-ff415f0b58df___JR_FrgE.S 3010.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1b607e4f-ce59-4c0f-8e91-b529088926be___JR_FrgE.S 8788.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1bb4d1d5-ca06-49b6-8f89-ed0d6c1d68af___JR_FrgE.S 8777.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1c31a116-f51d-4f56-9c69-c26c5fe69f57___JR_FrgE.S 2844.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1c4c2235-2c28-438e-8fa9-505b5d3004a0___JR_FrgE.S 8720.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1ce40e9f-cddc-4939-8e58-7a8235d9b28a___JR_FrgE.S 3019.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1ce4ecdf-fe69-42df-a0dc-c90f5495e7a1___JR_FrgE.S 3041.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1ce9343f-125e-4abb-9cd4-fddf761504da___JR_FrgE.S 3096.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1cf5102a-468b-4410-80bf-af6aeadc780c___JR_FrgE.S 2924.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1d0e83a0-f3c0-4c14-b1d6-b0ceee3552ac___JR_FrgE.S 3006.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1d59f109-9793-403b-88d7-73bc3b17d601___JR_FrgE.S 8592.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1e0244a0-b084-4f95-bf64-72efeef4dff2___JR_FrgE.S 8733.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1e2149c8-f9ed-49b2-a8c2-2e8b2046d0f7___JR_FrgE.S 2965.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/1fe7faa9-61a7-4152-9a85-a57d9486af0a___JR_FrgE.S 8599.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2101e5e6-2932-4ac0-8879-59885fc01256___JR_FrgE.S 2769.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2171eff3-55f1-4b5e-8258-d8ddacc66062___JR_FrgE.S 2752.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/23641520-3fbf-42e9-ba5f-c689bc74ce8c___JR_FrgE.S 8620.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2478fee4-ef3a-4638-8641-f5524246f29a___JR_FrgE.S 2951.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/24cdceb7-e70a-4164-9cd4-72b514771abf___JR_FrgE.S 2962.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/24ff782d-8641-4508-969a-0f1a2f4a3f48___JR_FrgE.S 8700.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/255dd1a9-d4cf-4b38-9872-8f8bc6746703___JR_FrgE.S 3040.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/26a6609d-7993-4fda-b56d-5c5194f0de03___JR_FrgE.S 8797.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/26c9d50e-7169-4241-951a-2334e2a513b3___JR_FrgE.S 8784.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/28f01d7f-27f8-4cf1-a473-ef4744b2dc61___JR_FrgE.S 8597.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2902e85c-1705-423b-bb02-80e2d93bc54e___JR_FrgE.S 2922.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/29f71a36-3389-47c8-94ad-484818e677f2___JR_FrgE.S 8607.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/29f7c332-777e-427b-898a-3b82465a17aa___JR_FrgE.S 2941.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2a4cbd85-e831-4ec4-8acf-49cea51eeb5f___JR_FrgE.S 2900.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2aa2ed70-b0b7-4d30-9c84-f6ded6a03fc2___JR_FrgE.S 8739.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2b15f14f-6fa9-41fe-8b84-388a4d5bbc33___JR_FrgE.S 8578.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2c6184ba-cc2f-4311-977e-1ed6c1410c1a___JR_FrgE.S 2973.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2d1ac581-1847-419e-8254-55a9caad6b2b___JR_FrgE.S 8766.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2d30e157-5cd6-4827-85ee-4c3c5f05725e___JR_FrgE.S 3080.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/2f6a52cd-21f5-41d0-870e-f8a67d1f5c56___JR_FrgE.S 2901.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/307abcdd-96f7-404a-9032-2ce8de2fde48___JR_FrgE.S 8781.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/30aebb07-bde6-44c8-bee2-a06ff42a948d___JR_FrgE.S 3071.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/30ff1b97-0850-4224-a176-bfa284d92a24___JR_FrgE.S 2940.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/31a20d19-d927-481d-97d9-4db50595c36e___JR_FrgE.S 2867.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/3235339f-7b7b-423a-850a-0fd58ded4725___JR_FrgE.S 2791.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/32ef0219-fbb0-417c-abad-56021a2c1619___JR_FrgE.S 2893.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/330224ac-f2e0-4ace-ad1c-0f163894eaae___JR_FrgE.S 3083.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/337ea111-17e2-470d-8fae-1fe8c61c13dc___JR_FrgE.S 2985.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/33f2ada7-3d14-4a85-9601-126da3eac03f___JR_FrgE.S 3022.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/35b68c2b-4d91-484c-ab0c-6347ba6ce974___JR_FrgE.S 8615.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/35ca99d4-5913-457a-b09c-3e90f6ef98a3___JR_FrgE.S 2947.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/36836204-c6de-472e-90e4-6787ff74965e___JR_FrgE.S 8757.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/36e0efb7-95ff-4707-9d35-c213159af55c___JR_FrgE.S 8673.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/37dc5845-507c-46f7-bfd9-f41407e6c813___JR_FrgE.S 8591.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/3908d563-a8f8-4206-b09e-1ae340e510af___JR_FrgE.S 3025.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/39148cb8-c7fa-4760-b708-b4e399047bb6___JR_FrgE.S 2869.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/394b4c4e-096d-4a4e-9498-8a18f240ab18___JR_FrgE.S 2855.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/39ab4ac8-5f68-448a-8b1f-dcba2e07d129___JR_FrgE.S 8798.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/39c257ad-8334-45e7-a4e1-f131bb4a7eee___JR_FrgE.S 3023.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/3b364e42-9120-4ece-b0ea-2c39ce883cbb___JR_FrgE.S 2774.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/3bf50ea4-980e-471b-bbd1-fc0c526dbb7a___JR_FrgE.S 2905.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/3bfaa3d6-96ab-4131-a569-ac6650045079___JR_FrgE.S 2890.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/3ed38c3a-4c0a-4682-b39b-e0f7d1bf361b___JR_FrgE.S 2859.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/3ef4204e-d2c3-42b5-ac97-0eabb3d64b3f___JR_FrgE.S 8815.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/3f7dbd31-47f7-45e4-aa23-42e23362a15d___JR_FrgE.S 2818.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/40780a98-eb5f-4de6-bbf8-bc89b7fb0825___JR_FrgE.S 8764.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/40e82aca-94d2-4237-bc27-d4a9c536b820___JR_FrgE.S 2926.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4231e86c-5f4c-439c-be0f-1fa0274581c6___JR_FrgE.S 3067.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/427bd918-f362-48d9-9903-4e7197e87a87___JR_FrgE.S 3034.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/451b68a6-1b39-40c5-8669-f82af6de1eed___JR_FrgE.S 8737.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/456a01fc-8db6-4068-96cb-3b1e4e5f77f1___JR_FrgE.S 2768.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/464511a6-77d9-493f-bb3c-f151fb390f1b___JR_FrgE.S 8790.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/46c90409-1e99-4708-88da-ad8629ab5e9e___JR_FrgE.S 2856.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/46cfd121-d2e7-4a26-9c6f-5787457d200c___JR_FrgE.S 8669.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4747a926-7eee-49a1-b28b-a8cc8a555fa7___JR_FrgE.S 2952.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/47b996a0-b66a-4842-9da2-249ea1d62c38___JR_FrgE.S 2814.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/47c17d6e-07d4-4523-978e-495edff13b00___JR_FrgE.S 3068.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/47f6d143-687b-4755-88a0-932c985a2ee6___JR_FrgE.S 2785.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/48d6f0b4-71e8-418f-8558-b38b89ed3c0b___JR_FrgE.S 8569.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/49064db7-4ee0-41bf-97b9-64a50d08ef8c___JR_FrgE.S 3046.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/499e851c-5cd4-4ab9-9ff8-df01133aac08___JR_FrgE.S 2989.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4a2319e3-c6ab-4417-9154-ebabf0d1df4d___JR_FrgE.S 2854.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4a79c093-e813-4854-ba58-5b9e2831c7f0___JR_FrgE.S 2764.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4b5683c4-ef68-4439-b346-f76ea2c651da___JR_FrgE.S 8639.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4b8414f0-fa9b-4195-90cb-608f6fd74d44___JR_FrgE.S 2999.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4b8b1d59-9aec-4b99-8be8-b61edcccb660___JR_FrgE.S 8659.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4b934731-815b-461f-a252-a02f198f91ab___JR_FrgE.S 3032.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4c42eeae-508c-4ccd-b2d8-b720808bc28c___JR_FrgE.S 3020.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4d79f0a2-0f8a-406b-84de-2c7e74027d6f___JR_FrgE.S 3061.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4db0765f-5928-4254-b935-e6fcbec9deeb___JR_FrgE.S 3062.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4e6311ab-8927-4147-9857-a669f2268cb1___JR_FrgE.S 8726.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4eeb04f2-38b3-49be-a5d0-1c35450d8953___JR_FrgE.S 8714.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4ef8432c-0114-4c67-a5f0-a4935597dc68___JR_FrgE.S 8698.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4f0b4e6f-49e8-4e53-8046-14723038601c___JR_FrgE.S 8575.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4f71c078-e0f6-4b05-a421-1b644f0e99a1___JR_FrgE.S 3016.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/4f9a2639-beb2-4e4c-a62d-805792a50f4e___JR_FrgE.S 2944.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/50755673-3ea3-4e06-acbb-703413571a91___JR_FrgE.S 2879.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/507c6d2a-5fba-4f4c-9c44-9308f3ffdf69___JR_FrgE.S 3013.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/50afe8c7-d56e-4dd0-97b8-23a70ddca819___JR_FrgE.S 2750.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/50fa49cd-002e-4352-816e-c5df10dc5f3f___JR_FrgE.S 2950.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/51c1787e-4570-43dc-91c3-6ae72c98128a___JR_FrgE.S 8706.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/51cda56c-a900-4f84-a576-8dde35b1231d___JR_FrgE.S 2863.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/51ce3f1d-8418-4b7e-b091-dec14143d0b7___JR_FrgE.S 8579.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/51f4101a-e126-4e3f-a06d-67befea24921___JR_FrgE.S 2939.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/52a259e0-e323-4655-84e5-4588cb1c8ed6___JR_FrgE.S 2758.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/52c66129-6303-4aa4-97e7-8f1c0d24c57a___JR_FrgE.S 2759.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/52d8da3b-5d74-43ba-b527-bc8fc6b5387b___JR_FrgE.S 2797.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5386aabe-1e7f-4688-ac5e-ade0e91318d4___JR_FrgE.S 8638.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/538ae10f-3137-4050-86f1-7439bc80e364___JR_FrgE.S 2766.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/53c066d8-f232-4312-bc1b-dd831ba73784___JR_FrgE.S 3065.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5412de7d-df5d-4a05-be4b-e108811c4a3e___JR_FrgE.S 2820.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5435d1b3-2138-47ca-aca4-23cac9d1bb43___JR_FrgE.S 2779.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/554089f3-ff67-45ff-9d9a-b0aba573df6a___JR_FrgE.S 2730.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/559b0b4a-085d-46e6-b924-fce94fb8c375___JR_FrgE.S 2781.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/55a48eef-2f73-458f-ab98-7d5110a4ea1b___JR_FrgE.S 2821.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/56aa2b6a-6a51-4755-b314-0e9486c53075___JR_FrgE.S 8736.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/56bb2954-b463-4557-a438-594e09783513___JR_FrgE.S 8577.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/57cbfc0a-6720-4672-bda8-e9ad59c0fefc___JR_FrgE.S 8651.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/58053fa6-04df-4c96-901e-924bdbcaaf1e___JR_FrgE.S 8774.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/58da5350-ae11-490e-9c28-7b52970331f4___JR_FrgE.S 8616.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/58ebc44b-c9b7-441b-9aa1-bfcc1b90e21e___JR_FrgE.S 8582.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5979896a-3aaa-4e0c-8b74-cfeda37cb166___JR_FrgE.S 2739.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5984db18-75d7-4c3a-be4b-74c3c0351887___JR_FrgE.S 8685.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/59cb2470-1e5e-4828-90f2-a22dacbb0fd6___JR_FrgE.S 8594.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5a41cc86-178f-488e-9d96-e63291247737___JR_FrgE.S 2984.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5a7cfbae-2b00-4f16-b1e9-eacd813a5378___JR_FrgE.S 2783.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5ac53fe2-9869-498b-b13c-fe8b3a5933b1___JR_FrgE.S 8678.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5b5a11ac-da33-4eb4-b0a3-2ef746f744f4___JR_FrgE.S 8576.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5b9c8470-c6dc-4b79-b191-9dd6c82309c8___JR_FrgE.S 8580.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5d1c501f-ce9a-4538-ac05-bda251444cba___JR_FrgE.S 3035.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5d35cca0-8f51-4cfc-945a-1bd10fd62002___JR_FrgE.S 2966.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5db69c6b-f9c9-4a3f-b47a-ca6449023bdd___JR_FrgE.S 2757.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/5f569320-f84c-4a08-b414-1fd93f7e382b___JR_FrgE.S 8661.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/60a8b7ad-7039-4c35-82da-ad011a1e856e___JR_FrgE.S 2805.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/60dec11d-0e49-4bb4-b7ce-ecf90f8ac028___JR_FrgE.S 3042.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/60e1b273-cedb-4003-a197-014832ed51fa___JR_FrgE.S 8684.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/62cc4916-2674-472e-a48c-0ce986aa85e3___JR_FrgE.S 8793.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/62da4031-70ae-4d8b-8beb-c5dc7b9b12f0___JR_FrgE.S 2832.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/64577b36-9701-43be-a559-10f787f2d185___JR_FrgE.S 8611.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/64b3612f-e972-44c5-8ef0-c9ac194c34a9___JR_FrgE.S 8623.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/64d43490-e345-4690-8232-071bf0174895___JR_FrgE.S 3031.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/65e6c212-6363-4ba2-8245-52c5266efad0___JR_FrgE.S 8625.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/67281292-f15a-4157-b531-395f3844e6ce___JR_FrgE.S 2792.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/67a17e09-3409-4515-bde6-cb739d679f64___JR_FrgE.S 8708.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/6b078700-56e6-4d25-a18a-b7b90741a2d3___JR_FrgE.S 2963.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/6bda7e61-7fff-42d8-b7f4-e304adde45b8___JR_FrgE.S 2954.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/6c213dbb-aa21-4334-a773-8dc69f4421d2___JR_FrgE.S 2909.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/6c38e74e-6926-45f1-a1cf-c974d49491e4___JR_FrgE.S 3076.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/6ca0d950-03b6-4d1f-a4a2-562ca529cad3___JR_FrgE.S 8660.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/6cc6804c-7b02-42a5-86ae-92add86eb89d___JR_FrgE.S 2825.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/6ce1eb43-e41c-4eb0-9440-db5a955ab7b6___JR_FrgE.S 2919.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/6df2fa87-ba57-4627-ae8f-cba5f080e9cd___JR_FrgE.S 3049.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/6e21042a-928f-4e40-81bf-3a103ff52765___JR_FrgE.S 2938.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/6f38c615-281d-4bf5-8d92-7c02d3ef9e1b___JR_FrgE.S 8753.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/70ba699d-a8aa-494a-889f-fd7e54a723be___JR_FrgE.S 2760.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/717c4f62-f05f-4345-a5d7-3b34f3a2efb6___JR_FrgE.S 2836.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/719f24ab-9127-4a77-9f7e-7b47acb9f977___JR_FrgE.S 8802.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/723e8edc-3701-4ba1-bda2-7e0ebd535797___JR_FrgE.S 2837.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/727f3a92-f43b-4388-84ff-3865ee745b42___JR_FrgE.S 3000.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/72fb58a6-e08c-4192-8c00-f5f5916c7ff8___JR_FrgE.S 8596.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7375bf36-7a8e-4fc5-8ee8-0bee7bfb3574___JR_FrgE.S 2874.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/73a2cc6f-1383-4f70-bda6-02f4c0944ee5___JR_FrgE.S 8692.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/73b7ad12-02d0-4775-8f51-c7d404177132___JR_FrgE.S 2969.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/73c50901-aab5-4f70-bf2a-5d1b9d235260___JR_FrgE.S 2798.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/74276bec-59f3-4bb6-b739-0b6ed819288c___JR_FrgE.S 2925.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/74dfd7d6-e78e-47d9-8530-35acab5cd01f___JR_FrgE.S 3027.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7504315d-b8fb-4b7d-a293-2e224968ab30___JR_FrgE.S 8697.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7530c184-6aa8-40fa-9f8d-7e5f0b3e5a7e___JR_FrgE.S 3045.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/75e9b8ed-e579-469c-96ec-d964fc7d4d90___JR_FrgE.S 8581.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/760ef647-ba10-4477-a388-105182a0c0e2___JR_FrgE.S 2895.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/769283e3-f7ec-4e62-b907-4b22d1bda1ea___JR_FrgE.S 8618.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/777543a0-d23f-4e13-904d-d4a19fbed594___JR_FrgE.S 8643.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/77843368-1495-4113-b865-83e381f0641e___JR_FrgE.S 8791.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/788885e1-18b4-44a0-af85-226e66265220___JR_FrgE.S 8574.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/78c153fc-2118-4a91-8b39-3a0c92091097___JR_FrgE.S 3069.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/78d063f1-e38a-414f-85f1-72cbf3dbe229___JR_FrgE.S 2884.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7a081a31-bbfa-4a43-8579-3353f6672f76___JR_FrgE.S 2861.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7add2958-0ee2-42e3-a99f-4b7a8e51db04___JR_FrgE.S 8745.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7add2e39-6555-4d52-ad02-b1bb061db8e7___JR_FrgE.S 3039.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7b417a00-eed4-4192-9ab1-709859e6556a___JR_FrgE.S 8650.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7b4b37d4-fec6-4e52-8c88-a6e1e69aeeb2___JR_FrgE.S 8588.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7c08d160-a5ef-4142-b743-8e484c95d8b8___JR_FrgE.S 2815.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7c6d3ea5-7af7-411b-982d-8054c545818e___JR_FrgE.S 3009.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7c9765f6-d792-4621-a01e-0a1b4e550ada___JR_FrgE.S 2862.jpg,1,black_rot
plantvillage_leakfree/train/black_rot/7d0776a1-7aba-4923-93b5-7ec629ca108b___JR_FrgE.S 2902.jpg,1,black_rot
